Name,Age,Position,Lifeboat,Survived,Class,HomeNation,PositionDetailed,Gender,AgeBinned
"Saunders, Mr. W.",30,C,--,0,Crew,England,Engineering crew,M,21-30
"Saunders, Mr. W.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Scott, Mr. Archibald",40,C,--,0,Crew,England,Engineering crew,M,31-40
"Scott, Mr. Frederick",?,C,4,1,Crew,England,Engineering crew,M,71+
"Self, Mr. Alfred H.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Self, Mr. Edward",25,C,?,1,Crew,England,Engineering crew,M,21-30
"Senior, Mr. Henry",31,C,B,1,Crew,England,Engineering crew,M,31-40
"Shea, Mr. Thomas",29,C,--,0,Crew,England,Engineering crew,M,21-30
"Sheath, Mr. Frederick",20,C,1,1,Crew,England,Engineering crew,M,11-20
"Shepherd, Mr. Johnathan",32,C,--,0,Crew,England,Engineering crew,M,31-40
"Shiers, Mr. Alfred",24,C,5,1,Crew,England,Engineering crew,M,21-30
"Shillaber, Mr. Charles",20,C,--,0,Crew,England,Engineering crew,M,11-20
"Skeats, Mr. W.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Sloan, Mr. Peter",31,C,--,0,Crew,England,Engineering crew,M,31-40
"Small, Mr. William",40,C,--,0,Crew,England,Engineering crew,M,31-40
"Smith, Mr. Ernest G.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Smith, Mr. James M.",35,C,--,0,Crew,England,Engineering crew,M,31-40
"Smither, Mr. Harry J.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Snellgrove, Mr. G",?,C,--,0,Crew,England,Engineering crew,M,71+
"Snooks, Mr. W",?,C,--,0,Crew,England,Engineering crew,M,71+
"Snowberger, Mr. Eustace P.",21,C,B,1,Crew,England,Engineering crew,M,21-30
"Sparkman, Mr. Henry",?,C,?,1,Crew,England,Engineering crew,M,71+
"Stafford, Mr. M.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Stanbrook, Mr. Augustus",30,C,--,0,Crew,England,Engineering crew,M,21-30
"Steel, Mr. Robert E.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Stocker, Mr. Henry",?,C,--,0,Crew,England,Engineering crew,M,71+
"Street, Mr. Henry A.",25,C,9,1,Crew,England,Engineering crew,M,21-30
"Stubbs, Mr. James H.",?,C,--,0,Crew,England,Engineering crew,M,71+
Sullivan Mr. S.,?,C,--,0,Crew,England,Engineering crew,M,71+
"Taylor, Mr. James",25,C,1,1,Crew,England,Engineering crew,M,21-30
"Taylor, Mr. John",?,C,--,0,Crew,England,Engineering crew,M,71+
"Taylor, Mr. T.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Taylor, Mr. William H.",28,C,15,1,Crew,England,Engineering crew,M,21-30
"Thomas, Mr. James",?,C,--,0,Crew,England,Engineering crew,M,71+
"Thompson, Mr. John W.",42,C,A/14,1,Crew,England,Engineering crew,M,41-50
"Threlfall, Mr. Thomas",38,C,14,1,Crew,England,Engineering crew,M,31-40
"Thresher, Mr. George",25,C,?,1,Crew,England,Engineering crew,M,21-30
"Tizard, Mr. Arthur",?,C,--,0,Crew,England,Engineering crew,M,71+
"Tozer, Mr. James",?,C,--,0,Crew,England,Engineering crew,M,71+
"Triggs, Mr. Robert",?,C,3,1,Crew,England,Engineering crew,M,71+
"Turley, Mr. Richard",?,C,--,0,Crew,England,Engineering crew,M,71+
"van der brugge, Mr. Wessel A.",42,C,--,0,Crew,England,Engineering crew,M,41-50
"Veal, Mr. Arthur",?,C,--,0,Crew,England,Engineering crew,M,71+
"Vear, Mr. Henry",32,C,--,0,Crew,England,Engineering crew,M,31-40
"Vear, Mr. W.",32,C,--,0,Crew,England,Engineering crew,M,31-40
"Ward, Mr. Arthur",24,C,--,0,Crew,England,Engineering crew,M,21-30
"Ward, Mr. Joseph",31,C,--,0,Crew,England,Engineering crew,M,31-40
"Wardner, Mr. Frederick Albert",39,C,--,0,Crew,England,Engineering crew,M,31-40
"Wateridge, Mr. Edward L.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Watson, Mr. W.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Webb, Mr. S",?,C,--,0,Crew,England,Engineering crew,M,71+
"Webber, Mr. Francis A.",31,C,--,0,Crew,England,Engineering crew,M,31-40
"White, Mr. Alfred",?,C,4,1,Crew,England,Engineering crew,M,71+
"White, Mr. Frank L.",?,C,--,0,Crew,England,Engineering crew,M,71+
"White, Mr. William G.",23,C,15,1,Crew,England,Engineering crew,M,21-30
"Williams, Mr. Samuel S.",26,C,--,0,Crew,England,Engineering crew,M,21-30
"Wilson, Mr. Bertie",28,C,--,0,Crew,England,Engineering crew,M,21-30
"Wilton, Mr. William",45,C,--,0,Crew,England,Engineering crew,M,41-50
"Witcher, Mr. Alfred",40,C,--,0,Crew,England,Engineering crew,M,31-40
"Witt, Mr. F.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Witt, Mr. Henry D.",40,C,--,0,Crew,England,Engineering crew,M,31-40
"Woodford, Mr. Frederick",41,C,--,0,Crew,England,Engineering crew,M,41-50
"Woods, Mr. H.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Wyeth, Mr. James",?,C,--,0,Crew,England,Engineering crew,M,71+
"Young, Mr. Francis J.",30,C,--,0,Crew,England,Engineering crew,M,21-30
"Abbott, Mr. Ernest Owen",21,C,--,0,Crew,England,Victualling crew,M,21-30
"Ahier, Mr. Percy Snowden",20,C,--,0,Crew,England,Victualling crew,M,11-20
"Akerman, Mr. Albert",28,C,--,0,Crew,England,Victualling crew,M,21-30
"Akerman, Mr. Joseph Francis",35,C,--,0,Crew,England,Victualling crew,M,31-40
"Allan, Mr. Robert Spencer",36,C,--,0,Crew,England,Victualling crew,M,31-40
"Allen, Mr. George",26,C,--,0,Crew,England,Victualling crew,M,21-30
"Allen, Mr. Frederick",17,C,--,0,Crew,England,Victualling crew,M,11-20
"Allsop, Mr. Frank Richard",41,C,--,0,Crew,England,Victualling crew,M,41-50
"Anderson, Mr. Walter J.",48,C,--,0,Crew,England,Victualling crew,M,41-50
"Andrews, Mr. Charles Edward",19,C,16,1,Crew,England,Victualling crew,M,11-20
"Ashcroft, Mr. Austin Aloysius",26,C,--,0,Crew,England,Victualling crew,M,21-30
"Ashe, Mr. Henry Wellesley",32,C,--,0,Crew,England,Victualling crew,M,31-40
"Ayling, Mr. George Edwin",22,C,--,0,Crew,England,Victualling crew,M,21-30
"Back, Mr. Charles Frederick",32,C,--,0,Crew,England,Victualling crew,M,31-40
"Baggott, Mr. Allen Marden",28,C,9,1,Crew,England,Victualling crew,M,21-30
"Bagley, Mr. Edward Ernest",31,C,--,0,Crew,England,Victualling crew,M,31-40
"Bailey, Mr. George Francis",36,C,--,0,Crew,England,Victualling crew,M,31-40
"Ball, Mr. Percy",19,C,13,1,Crew,England,Victualling crew,M,11-20
"Barker, Mr. Albert Vale",19,C,--,0,Crew,England,Victualling crew,M,11-20
"Barker, Mr. Ernest T.",37,C,--,0,Crew,England,Victualling crew,M,31-40
"Barker, Mr. Reginald Lomond",40,C,--,0,Crew,England,Victualling crew,M,31-40
"Barlow, Mr. George",36,C,--,0,Crew,England,Victualling crew,M,31-40
"Barnes, Mr. Frederick",37,C,--,0,Crew,England,Victualling crew,M,31-40
"Barratt, Mr. Arthur",15,C,--,0,Crew,England,Victualling crew,M,11-20
"Barringer, Mr. Arthur William",33,C,--,0,Crew,England,Victualling crew,M,31-40
"Barrow, Mr. Harry",35,C,--,0,Crew,England,Victualling crew,M,31-40
"Barrows, Mr. William",32,C,--,0,Crew,England,Victualling crew,M,31-40
"Barton, Mr. Sidney John",25,C,--,0,Crew,England,Victualling crew,M,21-30
"Baxter, Mr. Harry Ross",51,C,--,0,Crew,England,Victualling crew,M,51-60
"Baxter, Mr. Thomas Ferguson",48,C,--,0,Crew,England,Victualling crew,M,41-50
"Bedford, Mr. William Barnet",31,C,--,0,Crew,England,Victualling crew,M,31-40
"Beedem, Mr. George Arthur",34,C,--,0,Crew,England,Victualling crew,M,31-40
"Beere, Mr. William",19,C,--,0,Crew,England,Victualling crew,M,11-20
"Benham, Mr. Frederick",29,C,--,0,Crew,England,Victualling crew,M,21-30
"Bennett, Mrs. Mabel",30,C,5,1,Crew,England,Victualling crew,F,21-30
"Bessant, Mr. Edward William",31,C,--,0,Crew,England,Victualling crew,M,31-40
"Best, Mr. Alfred",38,C,--,0,Crew,England,Victualling crew,M,31-40
"Blake, Mr. Seaton",26,C,--,0,Crew,England,Victualling crew,M,21-30
"Bishop, Mr. Walter Alexander",34,C,--,0,Crew,England,Victualling crew,M,31-40
"Bliss, Mrs. Emma (née Junod)",45,C,15,1,Crew,England,Victualling crew,F,41-50
"Bochatay, Mr. Alexis Joseph",30,C,--,0,Crew,England,Victualling crew,M,21-30
"Bogie, Mr. Norman Leslie",29,C,--,0,Crew,England,Victualling crew,M,21-30
"Bond, Mr. William John",40,C,--,0,Crew,England,Victualling crew,M,31-40
"Boothby, Mr. W.",36,C,--,0,Crew,England,Victualling crew,M,31-40
"Boston, Mr. William John",30,C,--,0,Crew,England,Victualling crew,M,21-30
"Boughton, Mr. B.",24,C,--,0,Crew,England,Victualling crew,M,21-30
"Boyd, Mr. John",35,C,--,0,Crew,England,Victualling crew,M,31-40
"Boyes, Mr. John Henry",36,C,--,0,Crew,England,Victualling crew,M,31-40
"Bradshaw, Mr. J.A.",43,C,--,0,Crew,England,Victualling crew,M,41-50
"Brewster, Mr. George H.",48,C,--,0,Crew,England,Victualling crew,M,41-50
"Bride, Mr. Harold Sydney",22,C,B,1,Crew,England,Victualling crew,M,21-30
"Bristow, Mr. Robert Charles",31,C,--,0,Crew,England,Victualling crew,M,31-40
"Bristow, Mr. Harry",33,C,--,0,Crew,Cornwall,Victualling crew,M,31-40
"Brookman, Mr, John",27,C,--,0,Crew,England,Victualling crew,M,21-30
"Broom, Mr. H.",33,C,--,0,Crew,England,Victualling crew,M,31-40
"Broome, Mr. Athol Frederick",30,C,--,0,Crew,England,Victualling crew,M,21-30
"Brown, Mr. Edward",34,C,A,1,Crew,England,Victualling crew,M,31-40
"Brown, Mr. Walter James",28,C,--,0,Crew,England,Victualling crew,M,21-30
"Buckley, Mr. H.E.",34,C,--,0,Crew,England,Victualling crew,M,31-40
"Bull, Mr. W.",30,C,--,0,Crew,England,Victualling crew,M,21-30
"Bulley, Mr. Henry Ashburnham",21,C,--,0,Crew,England,Victualling crew,M,21-30
"Bunnell, Mr. Wilfred",20,C,--,0,Crew,England,Victualling crew,M,11-20
"Burgess, Mr. Charles Reginald",18,C,15,1,Crew,England,Victualling crew,M,11-20
"Burke, Mr. Richard Edward",30,C,--,0,Crew,England,Victualling crew,M,21-30
"Burke, Mr. William",31,C,10,1,Crew,England,Victualling crew,M,31-40
"Burr, Mr. Ewart",29,C,--,0,Crew,England,Victualling crew,M,21-30
"Burrage, Mr. Alfred",20,C,13,1,Crew,England,Victualling crew,M,11-20
"Butt, Mr. Robert Henry",22,C,--,0,Crew,England,Victualling crew,M,21-30
"Butterworth, Mr. John",23,C,--,0,Crew,England,Victualling crew,M,21-30
"Byrne, Mr. J.E.",31,C,--,0,Crew,England,Victualling crew,M,31-40
"Campbell, Mr. Donald S.",25,C,--,0,Crew,England,Victualling crew,M,21-30
"Carney, Mr. William",31,C,--,0,Crew,England,Victualling crew,M,31-40
"Cartwright, Mr. James Edward",32,C,--,0,Crew,England,Victualling crew,M,31-40
"Casswill, Mr. Charles",32,C,--,0,Crew,England,Victualling crew,M,31-40
"Caton, Miss Annie",50,C,11,1,Crew,England,Victualling crew,F,41-50
"Caunt, Mr. William Ewart",27,C,--,0,Crew,England,Victualling crew,M,21-30
"Cave, Mr. Herbert",34,C,--,0,Crew,England,Victualling crew,M,31-40
"Cecil, Mr. C.",20,C,--,0,Crew,England,Victualling crew,M,11-20
"Chapman, Mr. Joseph Charles",32,C,9,1,Crew,England,Victualling crew,M,31-40
"Charman, Mr. John",25,C,--,0,Crew,England,Victualling crew,M,21-30
"Cheverton, Mr. William Edward",27,C,--,0,Crew,Wales,Victualling crew,M,21-30
"Chitty, Mr. Archibald George",28,C,--,0,Crew,England,Victualling crew,M,21-30
"Chitty, Mr. George Henry",52,C,--,0,Crew,England,Victualling crew,M,51-60
"Christmas, Mr. H.",33,C,--,0,Crew,England,Victualling crew,M,31-40
"Coleman, Mr. Albert Edward",28,C,--,0,Crew,England,Victualling crew,M,21-30
"Coleman, Mr. John",57,C,--,0,Crew,England,Victualling crew,M,51-60
"Colgan, Mr. E. Joseph",33,C,13,1,Crew,England,Victualling crew,M,31-40
"Collins, Mr. John",17,C,B,1,Crew,Ireland,Victualling crew,M,11-20
"Conway, Mr. P.W.",25,C,--,0,Crew,England,Victualling crew,M,21-30
"Cook, Mr. George",42,C,--,0,Crew,England,Victualling crew,M,41-50
"Coombs, Mr. Augustus Charles",38,C,--,0,Crew,England,Victualling crew,M,31-40
"Corben, Mr. Ernest Theodore",27,C,--,0,Crew,England,Victualling crew,M,21-30
"Coutin, Mr. Auguste Louis",28,C,--,0,Crew,England,Victualling crew,M,21-30
"Cox, Mr. William Denton",29,C,--,0,Crew,England,Victualling crew,M,21-30
"Crafter, Mr. Frederick",27,C,15,1,Crew,England,Victualling crew,M,21-30
"Crawford, Mr. Alfred",36,C,8,1,Crew,England,Victualling crew,M,31-40
"Crisp, Mr. Albert Hector",35,C,--,0,Crew,England,Victualling crew,M,31-40
"Crispin, Mr. William",32,C,--,0,Crew,England,Victualling crew,M,31-40
"Crosby, Mr. J. Bertram",42,C,--,0,Crew,England,Victualling crew,M,41-50
"Crowe, Mr. George Frederick",30,C,14,1,Crew,England,Victualling crew,M,21-30
"Crumplin, Mr. Charles",35,C,--,0,Crew,England,Victualling crew,M,31-40
"Cullen, Mr. Charles",45,C,11,1,Crew,England,Victualling crew,M,41-50
"Cunningham, Mr. Andrew",35,C,4,1,Crew,England,Victualling crew,M,31-40
"Daniels, Mr. Sidney Edward",18,C,B,1,Crew,England,Victualling crew,M,11-20
"Dashwood, Mr. William George",19,C,--,0,Crew,England,Victualling crew,M,11-20
"Davies, Mr. Gordon Raleigh",33,C,--,0,Crew,England,Victualling crew,M,31-40
"Davies, Mr. John James",27,C,--,0,Crew,England,Victualling crew,M,21-30
"Davies, Mr. Robert J.",26,C,--,0,Crew,England,Victualling crew,M,21-30
"Dean, Mr. George H.",19,C,--,0,Crew,England,Victualling crew,M,11-20
"Deeble, Mr. Alfred Arnold",29,C,--,0,Crew,England,Victualling crew,M,21-30
"Derrett, Mr. Albert",26,C,--,0,Crew,England,Victualling crew,M,21-30
"Deslands, Mr. Percival Stainer",36,C,--,0,Crew,England,Victualling crew,M,31-40
"Desvernine, Mr. Louis Gabriel",20,C,--,0,Crew,England,Victualling crew,M,11-20
"Dinenage, Mr. James Richard",47,C,--,0,Crew,England,Victualling crew,M,41-50
"Dodd, Mr. George Charles",44,C,--,0,Crew,England,Victualling crew,M,41-50
"Dolby, Mr. Joseph",36,C,--,0,Crew,England,Victualling crew,M,31-40
"Donoghue, Mr. Frank",35,C,--,0,Crew,England,Victualling crew,M,31-40
"Doughty, Mr. W.",22,C,--,0,Crew,England,Victualling crew,M,21-30
"Dunford, Mr. William",41,C,--,0,Crew,England,Victualling crew,M,41-50
"Dyer, Mr. William",31,C,--,0,Crew,England,Victualling crew,M,31-40
"Edbrooke, Mr. F.",24,C,--,0,Crew,England,Victualling crew,M,21-30
"Ede, Mr. George B.",22,C,--,0,Crew,England,Victualling crew,M,21-30
"Edge, Mr. Frederick William",37,C,--,0,Crew,England,Victualling crew,M,31-40
"Edwards, Mr. Clement",38,C,--,0,Crew,England,Victualling crew,M,31-40
"Egg, Mr. W.H.",34,C,--,0,Crew,England,Victualling crew,M,31-40
"Ellis, Mr. John Bertram",30,C,2,1,Crew,England,Victualling crew,M,21-30
"Ennis, Mr. Walter",35,C,--,0,Crew,England,Victualling crew,M,31-40
"Etches, Mr. Henry Samuel",41,C,5,1,Crew,England,Victualling crew,M,41-50
"Evans, Mr. George Richard",32,C,--,0,Crew,England,Victualling crew,M,31-40
"Fairall, Mr. Henry",38,C,--,0,Crew,England,Victualling crew,M,31-40
"Farrenden, Mr. Ernest John",32,C,--,0,Crew,England,Victualling crew,M,31-40
"Faulkner, Mr. William Stephen",37,C,11,1,Crew,England,Victualling crew,M,31-40
"Fellowes, Mr. Alfred J.",29,C,--,0,Crew,England,Victualling crew,M,21-30
"Feltham, Mr. G.",36,C,--,0,Crew,England,Victualling crew,M,31-40
"Finch, Mr. Harry",18,C,--,0,Crew,England,Victualling crew,M,11-20
"Fletcher, Mr. Peter W.",26,C,--,0,Crew,England,Victualling crew,M,21-30
"Foley, Mr. William C.",26,C,13,1,Crew,England,Victualling crew,M,21-30
"Ford, Mr. Ernest",32,C,--,0,Crew,England,Victualling crew,M,31-40
"Ford, Mr. F.",37,C,--,0,Crew,England,Victualling crew,M,31-40
"Fox, Mr. William Thomas",27,C,--,0,Crew,England,Victualling crew,M,21-30
"Franklin, Mr. Alan Vincent",29,C,--,0,Crew,England,Victualling crew,M,21-30
"Freeman, Mr. Ernest Edward Samuel",43,C,--,0,Crew,England,Victualling crew,M,41-50
"Geddes, Mr. Richard Charles",31,C,--,0,Crew,England,Victualling crew,M,31-40
"Gibbons, Mr. Jacob William",36,C,11,1,Crew,England,Victualling crew,M,31-40
"Giles, Mr. John Robert",30,C,--,0,Crew,England,Victualling crew,M,21-30
"Gill, Mr. Joseph Stanley",34,C,--,0,Crew,England,Victualling crew,M,31-40
"Gill, Mr. Patrick",38,C,--,0,Crew,England,Victualling crew,M,31-40
"Gold, Mrs. Katherine (née Cook)",42,C,11,1,Crew,England,Victualling crew,F,41-50
"Gollop, Mr. F.",28,C,--,0,Crew,England,Victualling crew,M,21-30
"Goshawk, Mr. Arthur James",31,C,--,0,Crew,England,Victualling crew,M,31-40
"Gregson, Miss Mary",44,C,16,1,Crew,England,Victualling crew,F,41-50
"Gunn, Mr. Joseph Alfred",28,C,--,0,Crew,England,Victualling crew,M,21-30
"Guy, Mr. Edward John",28,C,5,1,Crew,England,Victualling crew,M,21-30
"Halford, Mr. Richard",22,C,15,1,Crew,England,Victualling crew,M,21-30
"Hall, Mr. F.A.J.",38,C,--,0,Crew,England,Victualling crew,M,31-40
"Hamblyn, Mr. Ernest William",41,C,--,0,Crew,England,Victualling crew,M,41-50
"Hamilton, Mr. Ernest",25,C,--,0,Crew,England,Victualling crew,M,21-30
"Harding, Mr. A.",20,C,--,0,Crew,England,Victualling crew,M,11-20
"Hardwick, Mr. Reginald",21,C,11,1,Crew,England,Victualling crew,M,21-30
"Hardy, Mr. John T.",37,C,D,1,Crew,England,Victualling crew,M,31-40
"Harris, Mr. Charles William",19,C,--,0,Crew,England,Victualling crew,M,11-20
"Harris, Mr. Clifford Henry",16,C,--,0,Crew,England,Victualling crew,M,11-20
"Harris, Mr. Edward",18,C,--,0,Crew,England,Victualling crew,M,11-20
"Harrison, Mr. Aragon D.",40,C,9,1,Crew,England,Victualling crew,M,31-40
"Hart, Mr. John Edward",31,C,15,1,Crew,England,Victualling crew,M,31-40
"Hartnell, Mr. Frederick",21,C,11,1,Crew,England,Victualling crew,M,21-30
"Hatch, Mr. Hugh",22,C,--,0,Crew,England,Victualling crew,M,21-30
"Hawkesworth, Mr. James",38,C,--,0,Crew,England,Victualling crew,M,31-40
"Hawkesworth, Mr. William Walter",38,C,--,0,Crew,England,Victualling crew,M,31-40
"Hayter, Mr. Arthur",44,C,--,0,Crew,England,Victualling crew,M,41-50
"Heinen, Mr. Joseph",30,C,--,0,Crew,England,Victualling crew,M,21-30
"Hendy, Mr. Edward Martin",38,C,--,0,Crew,England,Victualling crew,M,31-40
"Hensford, Mr. Herbert George",29,C,--,0,Crew,England,Victualling crew,M,21-30
"Hewett, Mr. Thomas",37,C,--,0,Crew,England,Victualling crew,M,31-40
"Hill, Mr. H.P.",36,C,--,0,Crew,England,Victualling crew,M,31-40
"Hill, Mr. James Colston",38,C,--,0,Crew,England,Victualling crew,M,31-40
"Hinckley, Mr. George",35,C,--,0,Crew,England,Victualling crew,M,31-40
"Hine, Mr. William Edward",36,C,--,0,Crew,England,Victualling crew,M,31-40
"Hiscock, Mr. S.",22,C,--,0,Crew,England,Victualling crew,M,21-30
"Hoare, Mr. Leonard James",21,C,--,0,Crew,England,Victualling crew,M,21-30
"Hogg, Mr. Charles William",37,C,--,0,Crew,England,Victualling crew,M,31-40
"Hogue, Mr. E.",22,C,--,0,Crew,England,Victualling crew,M,21-30
"Holland, Mr. Thomas",28,C,--,0,Crew,England,Victualling crew,M,21-30
"Holloway, Mr. Sidney",20,C,--,0,Crew,England,Victualling crew,M,11-20
"Hopkins, Mr. F.",16,C,--,0,Crew,England,Victualling crew,M,11-20
"House, Mr. William",38,C,--,0,Crew,England,Victualling crew,M,31-40
"Howell, Mr. Arthur Albert",31,C,--,0,Crew,England,Victualling crew,M,31-40
"Hughes, Mr. William Thomas",33,C,--,0,Crew,England,Victualling crew,M,31-40
"Humby, Mr. Frederick",16,C,--,0,Crew,England,Victualling crew,M,11-20
"Humphreys, Mr. Thomas Humphrey",31,C,--,0,Crew,England,Victualling crew,M,31-40
"Hutchinson, Mr. James",29,C,--,0,Crew,England,Victualling crew,M,21-30
"Hyland, Mr. Leo James",19,C,11,1,Crew,England,Victualling crew,M,11-20
"Ide, Mr. Harry John",32,C,--,0,Crew,England,Victualling crew,M,31-40
"Ingrouille, Mr. Henry",21,C,--,0,Crew,England,Victualling crew,M,21-30
"Ings, Mr. William Ernest",20,C,--,0,Crew,England,Victualling crew,M,11-20
"Jackson, Mr. Cecil",29,C,--,0,Crew,England,Victualling crew,M,21-30
"Janaway, Mr. William Frank",35,C,--,0,Crew,England,Victualling crew,M,31-40
"Jenner, Mr. Harry",41,C,--,0,Crew,England,Victualling crew,M,41-50
"Jensen, Mr. Charles Valdemar",25,C,--,0,Crew,England,Victualling crew,M,21-30
"Jessop, Miss Violet Constance",24,C,16,1,Crew,England,Victualling crew,F,21-30
"Johnson Thorne, Mr. Harry",25,C,--,0,Crew,England,Victualling crew,M,21-30
"Johnston, Mr. James",41,C,2,1,Crew,England,Victualling crew,M,41-50
"Jones, Mr. Albert",17,C,--,0,Crew,England,Victualling crew,M,11-20
"Jones, Mr. Arthur Ernest",38,C,--,0,Crew,England,Victualling crew,M,31-40
"Jones, Mr. H.",29,C,--,0,Crew,England,Victualling crew,M,21-30
"Jones, Mr. Reginald V.",20,C,--,0,Crew,England,Victualling crew,M,11-20
"Joughin, Mr. Charles John",32,C,B,1,Crew,England,Victualling crew,M,31-40
"Keen, Mr. Percy Edward",28,C,15,1,Crew,England,Victualling crew,M,21-30
"Kelland, Mr. Thomas",21,C,--,0,Crew,England,Victualling crew,M,21-30
"Kennell, Mr. Charles",30,C,--,0,Crew,England,Victualling crew,M,21-30
"Kerley, Mr. William Thomas",28,C,A,1,Crew,England,Victualling crew,M,21-30
"Ketchley, Mr. Henry",30,C,--,0,Crew,England,Victualling crew,M,21-30
"Kieran, Mr. James W.",32,C,--,0,Crew,England,Victualling crew,M,31-40
"Kieran, Mr. Michael",31,C,--,0,Crew,England,Victualling crew,M,31-40
"King, Mr. Alfred",18,C,--,0,Crew,England,Victualling crew,M,11-20
"King, Mr. Ernest Waldron",28,C,--,0,Crew,Ireland,Victualling crew,M,21-30
"King, Mr. G.",20,C,--,0,Crew,England,Victualling crew,M,11-20
"Kingscote, Mr. William Ford",43,C,--,0,Crew,England,Victualling crew,M,41-50
"Kirkaldy, Mr. Thomas",37,C,--,0,Crew,England,Victualling crew,M,31-40
"Kitching, Mr. Arthur Alfred",30,C,--,0,Crew,England,Victualling crew,M,21-30
"Klein, Mr. Herbert",33,C,--,0,Crew,England,Victualling crew,M,31-40
"Knight, Mr. George",44,C,13,1,Crew,England,Victualling crew,M,41-50
"Knight, Mr. Leonard George",21,C,--,0,Crew,England,Victualling crew,M,21-30
"Lacey, Mr. Bert W.",21,C,--,0,Crew,England,Victualling crew,M,21-30
"Lake, Mr. William",35,C,--,0,Crew,England,Victualling crew,M,31-40
"Lane, Mr. Albert Edward",34,C,--,0,Crew,England,Victualling crew,M,31-40
"Latimer, Mr. Andrew L.",55,C,--,0,Crew,England,Victualling crew,M,51-60
"Lavington, Miss Bessie",39,C,11,1,Crew,England,Victualling crew,F,31-40
"Lawrence, Mr. Arthur",25,C,--,0,Crew,England,Victualling crew,M,21-30
"Leader, Mr. Archie",22,C,--,0,Crew,England,Victualling crew,M,21-30
"Leather, Mrs Elizabeth May",41,C,16,1,Crew,England,Victualling crew,F,41-50
"Lefebvre, Mr. Paul Georges",35,C,--,0,Crew,England,Victualling crew,M,31-40
"Leonard, Mr. Matthew",26,C,--,0,Crew,Ireland,Victualling crew,M,21-30
"Levett, Mr. George Alfred",21,C,--,0,Crew,England,Victualling crew,M,21-30
"Lewis, Mr. Arthur Ernest",27,C,15,1,Crew,England,Victualling crew,M,21-30
"Light, Mr. C.",23,C,--,0,Crew,England,Victualling crew,M,21-30
"Littlejohn, Mr. Alexander James",40,C,13,1,Crew,England,Victualling crew,M,31-40
"Lloyd, Mr. Humphrey",32,C,--,0,Crew,England,Victualling crew,M,31-40
"Locke, Mr. A.",33,C,--,0,Crew,England,Victualling crew,M,31-40
"Longmuir, Mr. John Dickson",19,C,--,0,Crew,England,Victualling crew,M,11-20
"Lovell, Mr. John",38,C,--,0,Crew,England,Victualling crew,M,31-40
"Lucas, Mr. William",34,C,A,1,Crew,England,Victualling crew,M,31-40
"Lydiatt, Mr. Charles",38,C,--,0,Crew,England,Victualling crew,M,31-40
"Mabey, Mr. J.",23,C,--,0,Crew,England,Victualling crew,M,21-30
"Mackay, Mr. Charles Donald",34,C,11,1,Crew,England,Victualling crew,M,31-40
"Mackie, Mr. George William",34,C,--,0,Crew,England,Victualling crew,M,31-40
"Major, Mr. Thomas Edgar",35,C,--,0,Crew,England,Victualling crew,M,31-40
"Mantle, Mr. Roland Frederick",36,C,--,0,Crew,England,Victualling crew,M,31-40
"Marks, Mr. J.",26,C,--,0,Crew,England,Victualling crew,M,21-30
"Marriott, Mr. J.W.",20,C,--,0,Crew,England,Victualling crew,M,11-20
"Marsden, Miss Evelyn",28,C,16,1,Crew,England,Victualling crew,F,21-30
"Martin, Mrs. Annie",33,C,11,1,Crew,England,Victualling crew,F,31-40
"Martin, Mr. F.",29,C,13,1,Crew,England,Victualling crew,M,21-30
"Maynard, Mr. Isaac Hiram",31,C,B,1,Crew,England,Victualling crew,M,31-40
"Maytum, Mr. Alfred",52,C,--,0,Crew,England,Victualling crew,M,51-60
"McCarthy, Mr. Frederick",36,C,--,0,Crew,England,Victualling crew,M,31-40
"McCawley, Mr. Thomas W.",36,C,--,0,Crew,England,Victualling crew,M,31-40
"McElroy, Mr. Hugh Walter",37,C,--,0,Crew,England,Victualling crew,M,31-40
"McGrady, Mr. James",27,C,--,0,Crew,England,Victualling crew,M,21-30
"McLaren, Mrs.",40,C,5,1,Crew,England,Victualling crew,F,31-40
"McMicken, Mr. Arthur",23,C,11,1,Crew,England,Victualling crew,M,21-30
"McMicken, Mr. Benjamin Tucker",21,C,--,0,Crew,England,Victualling crew,M,21-30
"McMullin, Mr. James",31,C,--,0,Crew,England,Victualling crew,M,31-40
"McMurray, Mr. William Ernest",43,C,--,0,Crew,England,Victualling crew,M,41-50
"Mellor, Mr. Arthur",34,C,--,0,Crew,England,Victualling crew,M,31-40
"Middleton, Mr. M.V.",24,C,--,0,Crew,England,Victualling crew,M,21-30
"Mills, Mr. Christopher",51,C,C,1,Crew,England,Victualling crew,M,51-60
"Mishellamy, Mr. Abraham",52,C,--,0,Crew,England,Victualling crew,M,51-60
